filename,source_A,source_B,top_label,top_class,overlap_pixels,overlap_ratio
img_000023.png,single_013395.png,single_012975.png,A_ON_TOP,0,7159,0.375899
img_001500.png,single_010531.png,single_014848.png,A_ON_TOP,0,5955,0.241279
img_000147.png,single_000424.png,single_003520.png,B_ON_TOP,1,3102,0.178122
img_000297.png,single_015042.png,single_004332.png,A_ON_TOP,0,18036,0.52342
img_001535.png,single_015333.png,single_001615.png,B_ON_TOP,1,6891,0.42302
img_000118.png,single_008781.png,single_016270.png,A_ON_TOP,0,3677,0.239685
img_003037.png,single_001172.png,single_006735.png,A_ON_TOP,0,4617,0.31826
img_000590.png,single_007347.png,single_006172.png,A_ON_TOP,0,7997,0.389376
img_004919.png,single_006850.png,single_002735.png,B_ON_TOP,1,4588,0.338648
img_000349.png,single_003581.png,single_010867.png,B_ON_TOP,1,10373,0.41667
img_001076.png,single_015673.png,single_002839.png,A_ON_TOP,0,4691,0.26664
img_001291.png,single_012024.png,single_011843.png,A_ON_TOP,0,2528,0.160416
img_001107.png,single_000143.png,single_000687.png,A_ON_TOP,0,5222,0.372734
img_004816.png,single_003022.png,single_003756.png,B_ON_TOP,1,2637,0.198914
img_000252.png,single_012971.png,single_008764.png,B_ON_TOP,1,3259,0.237519
img_004294.png,single_015462.png,single_009649.png,A_ON_TOP,0,6311,0.344205
img_000072.png,single_006003.png,single_013431.png,B_ON_TOP,1,3886,0.292841
img_004151.png,single_012676.png,single_003238.png,A_ON_TOP,0,2595,0.141656
img_000062.png,single_002726.png,single_000334.png,B_ON_TOP,1,20800,0.512189
img_003558.png,single_007852.png,single_003191.png,B_ON_TOP,1,3687,0.206451
img_003503.png,single_012974.png,single_013749.png,A_ON_TOP,0,6434,0.266727
img_004674.png,single_009878.png,single_005281.png,B_ON_TOP,1,12973,0.432808
img_000770.png,single_007852.png,single_012002.png,B_ON_TOP,1,5418,0.303444
img_000043.png,single_012474.png,single_015307.png,A_ON_TOP,0,9237,0.293518
img_002873.png,single_009108.png,single_015081.png,B_ON_TOP,1,8273,0.284393
img_003484.png,single_011664.png,single_001915.png,A_ON_TOP,0,2924,0.225983
img_000875.png,single_011261.png,single_003512.png,A_ON_TOP,0,7065,0.298215
img_000338.png,single_007719.png,single_005482.png,A_ON_TOP,0,4666,0.265249
img_004982.png,single_010937.png,single_008542.png,A_ON_TOP,0,4475,0.267724
img_004998.png,single_000001.png,single_001653.png,B_ON_TOP,1,4965,0.368761
img_001199.png,single_001002.png,single_007732.png,A_ON_TOP,0,1456,0.164501
img_003776.png,single_004604.png,single_002702.png,A_ON_TOP,0,4044,0.337619
img_002894.png,single_009172.png,single_003442.png,B_ON_TOP,1,5007,0.277535
img_001488.png,single_004626.png,single_005133.png,A_ON_TOP,0,7509,0.298094
img_002160.png,single_001573.png,single_008724.png,B_ON_TOP,1,7117,0.340934
img_004395.png,single_006576.png,single_004786.png,B_ON_TOP,1,10992,0.366571
img_004264.png,single_007056.png,single_000660.png,A_ON_TOP,0,2759,0.203872
img_002728.png,single_008727.png,single_013455.png,A_ON_TOP,0,6443,0.350544
img_001420.png,single_012180.png,single_013962.png,A_ON_TOP,0,3029,0.277635
img_001857.png,single_005226.png,single_013509.png,A_ON_TOP,0,4120,0.249214
img_000222.png,single_001295.png,single_011994.png,B_ON_TOP,1,6182,0.262427
img_004389.png,single_015250.png,single_011721.png,A_ON_TOP,0,6199,0.282762
img_002716.png,single_011289.png,single_012619.png,B_ON_TOP,1,5099,0.196198
img_000418.png,single_002396.png,single_014600.png,B_ON_TOP,1,14092,0.414763
img_001319.png,single_010999.png,single_013421.png,B_ON_TOP,1,5522,0.270223
img_004581.png,single_009904.png,single_011233.png,B_ON_TOP,1,7341,0.252667
img_000134.png,single_008595.png,single_010787.png,A_ON_TOP,0,6985,0.448101
img_000033.png,single_008166.png,single_004623.png,A_ON_TOP,0,3462,0.201408
img_003514.png,single_004266.png,single_011464.png,B_ON_TOP,1,3783,0.272826
img_000226.png,single_015571.png,single_000779.png,B_ON_TOP,1,12627,0.351776
img_001730.png,single_000019.png,single_015663.png,B_ON_TOP,1,5589,0.261547
img_002115.png,single_011339.png,single_003180.png,B_ON_TOP,1,3489,0.271306
img_002946.png,single_001882.png,single_013419.png,A_ON_TOP,0,2055,0.196013
img_004484.png,single_013776.png,single_000782.png,A_ON_TOP,0,2545,0.152514
img_002855.png,single_004092.png,single_005633.png,A_ON_TOP,0,4516,0.282621
img_002332.png,single_013470.png,single_014896.png,B_ON_TOP,1,4873,0.309456
img_001354.png,single_003701.png,single_006043.png,A_ON_TOP,0,9288,0.537189
img_001201.png,single_008762.png,single_005522.png,B_ON_TOP,1,3066,0.307061
img_001571.png,single_013961.png,single_009612.png,B_ON_TOP,1,7220,0.304218
img_001240.png,single_014101.png,single_005591.png,B_ON_TOP,1,3667,0.206208
img_002823.png,single_001563.png,single_005168.png,B_ON_TOP,1,6755,0.280803
img_004604.png,single_016079.png,single_001116.png,B_ON_TOP,1,6342,0.254351
img_004653.png,single_004554.png,single_005545.png,B_ON_TOP,1,7762,0.310816
img_003005.png,single_012405.png,single_011715.png,A_ON_TOP,0,6690,0.513825
img_000031.png,single_005089.png,single_002243.png,A_ON_TOP,0,6977,0.248912
img_001157.png,single_004194.png,single_007203.png,A_ON_TOP,0,10746,0.457413
img_002807.png,single_007663.png,single_012628.png,B_ON_TOP,1,2801,0.2454
img_003648.png,single_000335.png,single_002091.png,B_ON_TOP,1,3271,0.253723
img_004463.png,single_007767.png,single_011079.png,B_ON_TOP,1,9259,0.344572
img_003997.png,single_015346.png,single_006112.png,A_ON_TOP,0,5821,0.369259
img_002295.png,single_011620.png,single_000604.png,A_ON_TOP,0,5300,0.257494
img_001042.png,single_010073.png,single_015123.png,B_ON_TOP,1,5795,0.350936
img_002729.png,single_005220.png,single_016079.png,A_ON_TOP,0,3815,0.269668
img_000832.png,single_004593.png,single_007750.png,B_ON_TOP,1,4330,0.330257
img_001847.png,single_005171.png,single_012387.png,B_ON_TOP,1,1398,0.164897
img_003509.png,single_003879.png,single_006282.png,B_ON_TOP,1,5281,0.249976
img_002348.png,single_007105.png,single_013629.png,B_ON_TOP,1,7068,0.422449
img_000428.png,single_005238.png,single_003118.png,B_ON_TOP,1,8798,0.432016
img_004976.png,single_006208.png,single_015172.png,B_ON_TOP,1,2806,0.255812
img_000048.png,single_002589.png,single_011644.png,B_ON_TOP,1,8237,0.311006
img_004379.png,single_000427.png,single_005082.png,B_ON_TOP,1,7093,0.249921
img_003449.png,single_007120.png,single_004576.png,B_ON_TOP,1,5710,0.269111
img_002019.png,single_008409.png,single_008135.png,B_ON_TOP,1,11010,0.396785
img_003736.png,single_001480.png,single_013300.png,A_ON_TOP,0,2945,0.30233
img_002744.png,single_009061.png,single_015370.png,A_ON_TOP,0,17500,0.54816
img_003597.png,single_006261.png,single_012897.png,A_ON_TOP,0,17267,0.446406
img_001140.png,single_008249.png,single_000165.png,A_ON_TOP,0,5377,0.344746
img_001595.png,single_006408.png,single_002049.png,A_ON_TOP,0,7297,0.53948
img_004007.png,single_002385.png,single_011236.png,B_ON_TOP,1,10191,0.370595
img_000389.png,single_012030.png,single_000429.png,B_ON_TOP,1,4902,0.210377
img_003118.png,single_001605.png,single_013302.png,B_ON_TOP,1,9147,0.38157
img_001796.png,single_003985.png,single_009506.png,A_ON_TOP,0,4875,0.259861
img_001040.png,single_013139.png,single_013618.png,B_ON_TOP,1,6564,0.410532
img_000839.png,single_008084.png,single_014217.png,A_ON_TOP,0,7246,0.346748
img_002377.png,single_001825.png,single_012028.png,B_ON_TOP,1,6163,0.357732
img_003183.png,single_013959.png,single_005799.png,B_ON_TOP,1,5596,0.264837
img_002566.png,single_011524.png,single_004975.png,A_ON_TOP,0,5818,0.454887
img_003559.png,single_015489.png,single_009074.png,B_ON_TOP,1,3343,0.181468
img_001330.png,single_007004.png,single_003774.png,A_ON_TOP,0,5053,0.237108
img_001399.png,single_000269.png,single_010693.png,A_ON_TOP,0,3560,0.216282
img_003145.png,single_001580.png,single_011849.png,A_ON_TOP,0,8754,0.49452
img_004187.png,single_007944.png,single_010734.png,A_ON_TOP,0,5431,0.535179
img_003957.png,single_010126.png,single_007484.png,B_ON_TOP,1,5269,0.209079
img_000544.png,single_005903.png,single_016304.png,A_ON_TOP,0,11279,0.357066
img_004019.png,single_007983.png,single_007352.png,A_ON_TOP,0,7375,0.295816
img_003451.png,single_008102.png,single_008921.png,B_ON_TOP,1,9482,0.400084
img_003860.png,single_006158.png,single_009567.png,B_ON_TOP,1,10612,0.462135
img_003155.png,single_014190.png,single_011251.png,B_ON_TOP,1,16142,0.548078
img_002274.png,single_006735.png,single_011085.png,A_ON_TOP,0,2458,0.179928
img_001467.png,single_006041.png,single_015319.png,B_ON_TOP,1,18939,0.472188
img_000294.png,single_003656.png,single_016112.png,B_ON_TOP,1,13914,0.528768
img_000057.png,single_000309.png,single_016219.png,B_ON_TOP,1,1648,0.148188
img_004475.png,single_014467.png,single_009957.png,A_ON_TOP,0,2116,0.184032
img_003056.png,single_011320.png,single_002708.png,B_ON_TOP,1,11207,0.387464
img_001623.png,single_009740.png,single_005300.png,B_ON_TOP,1,9384,0.421772
img_002215.png,single_008847.png,single_000098.png,B_ON_TOP,1,2702,0.178385
img_004150.png,single_004392.png,single_000971.png,A_ON_TOP,0,3720,0.174076
img_004600.png,single_005291.png,single_013874.png,A_ON_TOP,0,4911,0.438404
img_002515.png,single_001250.png,single_011132.png,A_ON_TOP,0,13408,0.532613
img_001698.png,single_015021.png,single_012272.png,B_ON_TOP,1,2490,0.251846
img_004925.png,single_006691.png,single_007600.png,A_ON_TOP,0,5924,0.239151
img_004929.png,single_010241.png,single_007982.png,A_ON_TOP,0,2818,0.26754
img_001731.png,single_011966.png,single_011113.png,B_ON_TOP,1,6981,0.341921
img_000723.png,single_014484.png,single_000578.png,B_ON_TOP,1,6514,0.311064
img_001947.png,single_007381.png,single_013201.png,A_ON_TOP,0,8122,0.490755
img_001167.png,single_007878.png,single_011638.png,A_ON_TOP,0,3718,0.225552
